10.51	9.45	7.85	8.09
9.83	10.22	9.55	9.81
9.48	9.90	9.90	10.50
9.14	9.45	8.87	9.47
8.80	9.21	9.21	10.15
9.83	8.51	9.90	10.50
9.48	8.18	10.22	10.84
9.14	7.85	10.58	9.81
8.44	7.53	10.92	10.50
8.11	7.20	10.24	11.18
6.48	6.88	11.15	11.51
7.13	7.53	10.46	12.19
6.48	6.88	11.16	11.52
7.13	6.23	10.82	12.55
6.59	5.57	11.83	11.85
6.91	5.90	11.49	11.52
4.96	6.12	11.49	12.90
6.26	5.15	12.52	12.55
6.26	5.16	11.16	12.55
6.26	5.15	12.88	12.55
6.26	5.15	12.86	12.66
6.26	5.16	11.61	12.66
4.96	6.23	11.61	13.00
5.93	6.24	11.95	11.61
5.83	5.90	11.94	11.87
6.81	5.90	12.30	11.87
6.48	5.59	11.25	12.21
6.14	6.55	11.49	11.52
5.83	6.23	11.83	11.52
6.79	6.89	10.80	12.19
7.46	6.55	11.51	11.18
7.24	7.20	10.48	10.15
6.91	6.88	10.82	10.82
7.56	6.55	11.51	11.18
7.24	7.10	10.48	10.50
7.89	7.75	9.79	10.94
8.54	7.43	10.14	10.26
8.21	8.08	9.45	10.58
7.56	8.76	10.24	9.91
8.11	8.40	9.21	10.60
9.14	9.09	9.90	9.57
8.44	8.51	8.87	9.81
9.14	8.18	9.21	10.15
8.80	9.21	8.51	9.47
9.93	9.90	9.11	8.42
9.24	9.21	8.08	9.12
9.93	9.78	7.43	8.20
9.48	9.45	7.85	8.88
10.17	10.14	7.20	9.23
11.20	9.79	6.55	8.20
10.51	10.46	6.88	8.76
10.17	10.22	7.53	7.77
10.86	10.92	6.57	7.12
10.51	10.56	6.88	7.77
10.27	10.24	6.12	7.22
11.30	11.25	7.43	7.55
10.96	10.91	6.45	7.87
10.62	10.46	5.49	7.87
11.56	10.46	6.77	6.89
11.54	11.49	6.77	6.89
11.54	11.83	5.57	7.87
11.88	10.48	6.57	6.57
10.51	10.80	7.20	7.22
10.86	11.15	6.88	7.80
10.17	10.14	7.20	8.09
10.86	10.80	6.55	7.77
10.17	10.56	8.18	8.42
9.48	9.90	8.87	9.12
10.17	10.58	8.51	9.81
9.48	9.90	8.87	9.12
9.24	9.55	9.11	9.47
10.27	9.21	9.11	9.81
9.59	8.49	9.79	10.50
9.24	8.18	9.79	9.79
7.56	7.75	10.46	10.14
8.54	7.43	10.82	10.48
8.21	7.10	9.79	12.19
6.59	6.77	10.48	10.24
7.24	7.43	11.51	12.31
6.91	5.81	10.92	11.63
6.26	6.45	11.95	12.30
5.61	6.77	11.95	11.97
5.93	6.23	11.94	13.00
4.96	5.25	12.97	12.64
5.18	5.57	12.23	13.58
5.51	5.57	12.19	11.87
5.51	5.90	12.19	11.87
5.83	5.92	12.18	11.87
5.61	5.90	12.18	13.22
5.61	5.57	12.19	12.21
5.61	5.57	12.52	12.21
5.61	5.59	11.16	12.19
5.28	5.15	11.51	12.66
4.96	6.12	11.94	11.97
5.93	5.85	10.92	12.31
6.48	5.57	11.27	12.55
6.16	6.23	11.95	11.51
5.83	5.90	10.80	11.87
6.48	6.88	11.16	11.18
6.26	7.53	10.48	10.15
6.91	7.20	10.80	12.19
6.59	6.57	10.14	11.18
7.24	7.10	10.48	11.52
7.89	6.77	9.79	10.94
7.56	7.43	10.14	10.26
8.21	8.08	9.55	10.60
8.80	7.75	10.24	9.91
8.44	8.40	9.21	10.26
7.79	9.21	9.55	9.47
8.44	8.87	8.87	9.81
8.21	8.18	9.45	9.12
8.90	8.76	8.40	9.57
9.59	9.45	7.75	8.52
9.14	9.09	8.51	9.23
9.83	9.78	7.53	9.47
9.48	9.55	8.18	8.78
10.19	10.24	8.51	9.12
11.20	9.90	7.87	7.12
10.51	10.58	7.20	8.78
11.54	10.24	7.53	8.09
10.86	10.92	6.57	7.12
10.62	10.58	5.81	6.89
10.27	10.12	6.12	7.22
11.20	11.16	6.45	7.55
10.86	10.80	6.57	7.87
10.51	10.46	5.57	7.87
10.51	10.46	5.57	6.79
11.88	11.83	5.59	7.75
11.88	10.58	6.57	6.47
10.62	10.58	6.23	8.42
10.96	10.91	6.77	6.89
