4	-0.04	90
12.54	0.34	8.14	0.13	0.07	90
12.58	0.33	8.30	-0.21	0.18	90
12.56	0.26	8.51	-0.59	0.22	90
12.53	0.15	8.70	-0.91	0.16	90
12.52	0.05	8.79	-1.00	0.05	90
12.57	0.02	8.76	-0.83	0.02	90
12.68	0.06	8.61	-0.42	0.03	90
12.78	0.15	8.40	0.14	0.00	90
12.82	0.19	8.23	0.63	-0.09	90
12.77	0.17	8.15	0.85	-0.11	0
12.63	0.04	8.18	0.77	-0.03	0
12.44	-0.16	8.27	0.45	0.09	0
12.30	-0.32	8.37	0.03	0.11	90
12.25	-0.38	8.41	-0.25	0.05	90
12.29	-0.32	8.38	-0.31	0.00	90
12.41	-0.15	8.29	-0.15	-0.00	90
12.54	0.06	8.19	0.12	-0.00	90
12.62	0.21	8.11	0.36	-0.03	90
12.65	0.27	8.06	0.47	-0.05	90
12.64	0.23	8.05	0.45	-0.05	90
12.60	0.13	8.07	0.29	-0.02	90
12.57	0.02	8.11	0.11	-0.00	90
12.55	-0.05	8.15	-0.05	-0.00	90
12.53	-0.08	8.17	-0.15	-0.01	90
12.52	-0.08	8.16	-0.15	-0.01	90
12.49	-0.07	8.12	-0.06	0.00	90
12.46	-0.08	8.04	0.09	0.01	90
12.43	-0.08	7.94	0.28	0.03	90
12.43	-0.07	7.84	0.44	0.04	90
12.46	-0.04	7.77	0.52	0.02	90
12.52	0.02	7.73	0.52	-0.01	90
12.60	0.09	7.72	0.43	-0.03	90
12.66	0.16	7.76	0.24	-0.01	90
12.71	0.19	7.82	0.03	0.03	90
12.74	0.19	7.89	-0.16	0.06	90
12.74	0.15	7.94	-0.29	0.07	90
12.73	0.09	7.96	-0.32	0.04	90
12.72	0.03	7.93	-0.23	0.01	90
12.71	-0.00	7.86	-0.05	-0.00	90
12.71	-0.02	7.78	0.15	0.00	90
12.71	-0.02	7.73	0.28	0.01	90
12.71	-0.01	7.75	0.28	0.00	90
12.71	-0.01	7.83	0.13	0.00	90
12.71	-0.00	7.96	-0.14	-0.00	90
12.71	0.00	8.09	-0.42	0.00	90
12.71	0.00	8.19	-0.61	0.00	90
12.71	0.00	8.25	-0.67	0.00	90
12.71	0.00	8.26	-0.57	0.00	90
12.71	0.00	8.21	-0.34	0.00	90
12.71	0.00	8.14	-0.06	0.00	90
12.71	0.00	8.04	0.20	-0.00	90
12.71	0.00	7.93	0.43	-0.00	90
12.70	-0.01	7.84	0.56	0.00	90
12.68	-0.02	7.78	0.58	0.01	90
12.65	-0.04	7.74	0.53	0.02	90
12.63	-0.06	7.73	0.42	0.03	90
12.61	-0.06	7.73	0.26	0.02	90
12.61	-0.05	7.75	0.13	0.01	90
12.63	-0.03	7.75	0.03	0.00	90
12.65	0.00	7.75	-0.01	0.00	90
12.68	0.03	7.72	0.01	0.00	90
12.70	0.06	7.68	0.08	-0.00	90
12.72	0.07	7.62	0.17	-0.01	90
12.71	0.06	7.55	0.27	-0.01	90
12.69	0.03	7.50	0.32	-0.01	90
12.66	-0.01	7.48	0.32	0.00	90
12.62	-0.05	7.49	0.25	0.02	90
12.60	-0.08	7.51	0.14	0.02	90
12.61	-0.07	7.55	0.00	0.00	90
12.66	-0.02	7.58	-0.10	-0.00	90
12.75	0.06	7.60	-0.16	0.01	90
12.87	0.17	7.59	-0.14	0.05	90
12.97	0.25	7.54	-0.04	0.07	90
13.03	0.28	7.46	0.11	0.05	90
13.06	0.27	7.36	0.29	-0.01	90
13.08	0.22	7.28	0.43	-0.05	90
13.10	0.15	7.26	0.44	-0.04	90
13.14	0.11	7.31	0.31	-0.02	90
13.19	0.11	7.42	0.05	0.01	90
13.26	0.13	7.58	-0.29	0.05	90
13.30	0.14	7.70	-0.56	0.10	90
13.30	0.14	7.76	-0.67	0.11	90
13.27	0.09	7.75	-0.58	0.06	90
13.20	0.00	7.65	-0.30	0.00	90
13.11	-0.10	7.51	0.09	0.02	90
13.02	-0.19	7.37	0.44	0.12	90
12.94	-0.24	7.24	0.70	0.23	90
12.86	-0.28	7.11	0.85	0.31	90
12.81	-0.26	7.02	0.84	0.28	90
12.77	-0.23	6.97	0.73	0.22	90
12.74	-0.19	6.93	0.58	0.14	90
12.72	-0.15	6.92	0.42	0.08	90
12.70	-0.11	6.93	0.24	0.04	90
12.68	-0.09	6.94	0.12	0.02	90
12.65	-0.08	6.94	0.04	0.01	90
12.63	-0.08	6.94	-0.01	0.01	90
12.61	-0.07	6.93	-0.01	0.00	90
12.62	-0.06	6.92	0.01	0.00	90
12.63	-0.03	6.91	0.03	0.00	90
12.66	0.00	6.93	0.01	-0.00	90
12.68	0.04	6.99	-0.07	0.00	90
12.70	0.06	7.07	-0.19	0.01	90
12.71	0.06	7.19	-0.36	0.03	90
12.72	0.06	7.33	-0.56	0.03	90
12.72	0.04	7.44	-0.68	0.03	90
12.72	0.02	7.52	-0.71	0.02	90
12.72	0.01	7.56	-0.65	0.01	90
12.71	-0.00	7.60	-0.55	-0.00	90
12.70	-0.01	7.64	-0.41	-0.00	90
12.68	-0.02	7.72	-0.37	-0.01	90
12.66	-0.04	7.83	-0.42	-0.01	90
12.63	-0.06	7.98	-0.55	-0.03	90
12.62	-0.06	8.10	-0.66	-0.04	90
12.62	-0.06	8.18	-0.72	-0.04	90
12.63	-0.04	8.23	-0.68	-0.02	90
12.65	-0.00	8.25	-0.56	-0.00	90
12.68	0.03	8.25	-0.36	0.01	90
12.70	0.05	8.24	-0.19	0.01	90
12.71	0.06	8.23	-0.06	0.01	90
12.71	0.06	8.23	0.01	0.00	90
12.71	0.04	8.23	0.03	0.00	90
12.71	0.02	8.23	0.02	-0.00	90
12.71	0.01	8.23	0.01	-0.00	90
12.71	-0.00	8.23	0.00	0.00	90
12.70	-0.01	8.23	0.00	0.00	90
12.68	-0.02	8.23	0.00	0.00	90
12.65	-0.04	8.23	0.00	0.00	90
12.63	-0.06	8.23	-0.01	0.00	90
12.62	-0.06	8.24	-0.02	0.00	90
12.62	-0.05	8.26	-0.05	0.00	90
12.64	-0.03	8.28	-0.07	-0.00	90
12.66	0.00	8.24	-0.02	0.00	90
12.67	0.03	8.14	0.12	-0.00	90
12.67	0.04	7.97	0.37	-0.01	90
12.66	0.03	7.73	0.71	-0.02	90
12.64	-0.00	7.44	1.12	0.00	90
12.62	-0.03	7.20	1.39	0.04	90
12.62	-0.04	7.03	1.48	0.06	90
12.63	-0.03	6.93	1.38	0.04	90
12.65	-0.00	6.89	1.12	0.00	90
12.68	0.03	6.90	0.72	-0.02	90
12.70	0.05	6.90	0.39	-0.02	90
12.71	0.06	6.90	0.16	-0.01	90
12.72	0.06	6.93	-0.01	0.00	90
12.72	0.04	7.00	-0.15	0.01	90
12.72	0.03	7.11	-0.29	0.01	90
12.72	0.01	7.27	-0.49	0.01	90
12.71	0.00	7.43	-0.70	0.00	90
