.12	0.01	0.00	0
6.94	0.01	14.12	0.00	0.00	0
6.94	-0.00	14.12	-0.00	0.00	0
6.94	-0.00	14.13	-0.00	-0.00	0
6.94	-0.00	14.13	-0.01	-0.00	0
6.94	-0.00	14.13	-0.01	-0.00	0
6.94	-0.00	14.13	-0.01	-0.00	0
6.94	0.00	14.13	-0.00	0.00	0
6.94	0.00	14.13	0.00	0.00	0
6.94	0.00	14.12	0.00	0.00	0
6.94	0.00	14.12	0.01	0.00	0
6.94	0.00	14.12	0.01	0.00	0
6.94	0.00	14.12	0.01	0.00	0
6.94	0.00	14.12	0.00	0.00	0
6.94	0.00	14.12	0.00	0.00	0
6.94	0.00	14.12	0.01	0.00	0
6.94	0.00	14.11	0.02	0.00	0
6.94	0.00	14.10	0.03	0.00	0
6.94	0.00	14.12	0.00	0.00	0
6.94	0.00	14.17	-0.07	0.00	0
6.94	0.00	14.26	-0.19	0.00	0
6.94	0.00	14.38	-0.37	0.00	0
6.94	0.00	14.54	-0.59	0.00	0
6.94	0.00	14.69	-0.76	0.00	0
6.94	0.00	14.81	-0.85	0.00	0
6.94	0.00	14.90	-0.85	0.00	0
6.94	0.00	14.94	-0.75	0.00	0
6.94	0.00	14.92	-0.51	0.00	0
6.94	0.00	14.87	-0.24	0.00	0
6.94	0.00	14.78	0.04	0.00	0
6.94	0.00	14.67	0.31	0.00	0
6.94	0.00	14.59	0.48	0.00	0
6.94	0.00	14.54	0.52	0.00	0
6.94	0.00	14.53	0.45	0.00	0
6.94	0.00	14.55	0.31	0.00	0
6.94	0.00	14.59	0.11	0.00	0
6.94	0.00	14.63	-0.06	0.00	0
6.94	0.00	14.66	-0.16	0.00	0
6.95	0.00	14.64	-0.15	0.00	0
6.95	0.00	14.58	-0.04	0.00	0
6.95	0.00	14.47	0.16	-0.00	0
6.95	0.00	14.33	0.40	-0.00	0
6.94	0.00	14.21	0.60	0.00	0
6.93	-0.01	14.15	0.65	0.01	0
6.90	-0.03	14.19	0.52	0.02	0
6.86	-0.06	14.30	0.22	0.02	0
6.84	-0.07	14.45	-0.16	-0.01	0
6.85	-0.06	14.57	-0.48	-0.03	0
6.90	-0.02	14.60	-0.59	-0.01	0
6.98	0.05	14.55	-0.48	0.03	0
7.08	0.14	14.42	-0.16	0.04	0
7.16	0.21	14.28	0.23	-0.00	0
7.22	0.24	14.17	0.53	-0.07	0
7.23	0.23	14.11	0.66	-0.10	0
7.19	0.15	14.09	0.61	-0.07	0
7.11	0.02	14.11	0.41	-0.01	0
6.99	-0.11	14.14	0.18	0.03	0
6.86	-0.24	14.18	-0.01	0.05	0
6.70	-0.35	14.22	-0.15	0.07	0
6.59	-0.40	14.25	-0.22	0.08	0
6.50	-0.40	14.27	-0.21	0.08	0
6.45	-0.36	14.28	-0.19	0.06	0
6.43	-0.28	14.29	-0.15	0.04	0
