16.33	16.57	4.61	5.59
16.43	16.58	5.59	5.49
16.33	16.57	5.49	5.27
16.33	15.61	5.27	5.27
16.65	16.89	6.23	5.92
16.96	15.92	4.84	5.92
16.00	15.93	4.92	5.81
16.00	16.24	5.92	5.59
16.33	15.26	6.45	5.27
16.76	15.61	6.24	7.12
16.96	15.93	5.80	6.89
15.98	15.28	5.92	6.47
15.31	15.61	5.59	7.55
15.68	15.93	6.23	7.22
14.63	14.92	6.88	7.77
15.33	15.26	6.45	6.57
15.78	14.66	7.53	8.42
14.65	14.92	8.08	7.87
15.09	13.99	6.57	7.44
15.68	14.58	7.53	7.22
14.65	13.55	8.08	9.47
13.62	13.89	7.85	8.78
14.29	14.58	7.43	8.20
13.38	13.65	8.18	9.12
13.94	14.23	8.76	8.88
14.39	14.68	8.51	9.47
13.26	12.19	8.18	9.23
13.60	13.89	7.75	9.12
12.59	12.97	8.87	9.81
12.91	11.83	9.45	9.57
13.70	13.99	9.55	9.12
12.59	12.86	10.46	9.91
13.03	11.94	9.90	9.81
11.90	12.18	9.55	9.57
12.25	12.52	9.11	10.50
12.59	12.86	10.56	10.26
11.56	11.83	10.12	10.15
13.26	12.19	9.90	9.57
11.88	12.18	9.45	10.84
12.23	12.54	10.91	10.60
11.22	11.51	10.48	10.15
12.91	11.83	10.58	10.26
11.66	11.83	10.12	9.79
11.54	11.94	11.61	11.28
11.64	11.83	9.79	11.16
11.54	11.83	11.25	10.94
11.99	11.83	9.45	10.84
11.88	11.83	9.55	12.31
11.99	12.18	10.82	10.50
11.90	11.16	10.58	10.24
10.96	11.51	10.48	11.52
11.20	10.12	10.22	11.63
11.64	10.48	10.14	11.52
11.54	11.83	10.24	11.61
11.64	11.83	10.14	11.52
11.56	11.83	10.12	11.63
11.64	11.94	10.22	11.52
11.56	11.83	10.12	11.52
11.59	11.94	10.24	11.52
11.54	11.83	10.14	11.52
11.54	11.83	10.24	11.63
11.64	11.83	10.14	11.52
11.54	11.85	10.24	11.63
11.64	11.94	10.14	11.52
11.56	11.83	10.14	11.63
11.64	11.95	10.24	11.52
11.54	11.85	10.14	11.52
11.54	10.56	10.22	11.52
11.54	10.46	10.14	11.63
11.66	11.94	10.24	11.52
11.54	10.48	11.49	10.15
11.64	11.94	11.94	11.61
11.54	11.83	10.48	11.51
11.54	11.83	10.58	11.63
11.64	11.94	10.48	11.52
11.54	11.83	10.48	11.63
11.64	11.95	10.56	11.51
11.22	11.83	10.82	10.48
11.20	11.59	9.55	9.47
10.86	11.49	9.90	10.94
10.96	11.16	9.79	11.18
11.88	12.18	10.22	11.27
11.88	12.19	10.14	9.81
11.88	12.18	10.22	9.91
11.88	12.19	10.46	10.14
11.54	11.94	10.58	11.97
