0
5.81	-0.00	12.64	0.01	0.00	90
5.81	0.00	12.63	0.02	-0.00	90
5.82	0.00	12.61	0.05	-0.00	90
5.82	0.00	12.59	0.08	-0.00	90
5.82	0.00	12.57	0.11	-0.00	90
5.81	0.00	12.56	0.11	-0.00	90
5.81	-0.01	12.57	0.09	0.00	90
5.80	-0.01	12.59	0.02	0.00	90
5.81	-0.00	12.66	-0.10	-0.00	90
5.85	0.02	12.76	-0.26	0.01	90
5.91	0.07	12.88	-0.43	0.03	90
6.00	0.13	13.02	-0.61	0.10	90
6.11	0.21	13.19	-0.80	0.21	90
6.20	0.26	13.34	-0.90	0.30	90
6.27	0.28	13.47	-0.94	0.34	90
6.30	0.26	13.57	-0.92	0.31	90
6.32	0.21	13.59	-0.75	0.20	90
6.31	0.13	13.51	-0.42	0.07	90
6.30	0.06	13.34	-0.01	0.00	90
6.29	0.01	13.11	0.48	-0.01	90
6.30	-0.01	12.82	1.00	0.01	90
6.32	0.00	12.58	1.34	-0.00	90
6.36	0.04	12.41	1.46	-0.05	90
6.42	0.09	12.32	1.36	-0.11	0
6.50	0.14	12.32	1.05	-0.13	0
6.56	0.18	12.38	0.58	-0.07	0
6.60	0.19	12.46	0.16	0.00	0
6.63	0.18	12.54	-0.17	0.06	0
6.63	0.14	12.64	-0.42	0.08	0
6.61	0.07	12.72	-0.53	0.04	0
6.57	0.01	12.79	-0.55	0.00	0
6.52	-0.05	12.86	-0.53	-0.03	0
6.52	-0.08	12.89	-0.47	-0.03	0
6.58	-0.04	12.88	-0.33	-0.01	0
6.70	0.06	12.83	-0.15	0.01	0
6.88	0.21	12.74	0.07	0.03	0
7.06	0.36	12.64	0.30	0.02	0
7.13	0.41	12.55	0.45	-0.02	0
7.09	0.34	12.50	0.51	-0.06	0
6.92	0.15	12.49	0.46	-0.05	0
6.68	-0.14	12.51	0.31	0.06	0
6.46	-0.40	12.56	0.10	0.20	90
6.33	-0.53	12.61	-0.08	0.24	90
6.31	-0.52	12.65	-0.20	0.16	90
6.38	-0.36	12.64	-0.20	0.06	90
6.51	-0.11	12.56	-0.07	0.00	90
6.64	0.12	12.42	0.18	-0.01	90
6.75	0.28	12.23	0.51	-0.07	90
6.84	0.36	11.99	0.88	-0.19	0
6.88	0.33	11.80	1.12	-0.26	0
6.90	0.26	11.68	1.18	-0.24	0
6.89	0.17	11.62	1.07	-0.15	0
6.86	0.07	11.64	0.78	-0.05	0
6.82	-0.02	11.71	0.38	0.01	0
6.77	-0.08	11.79	0.02	0.01	0
6.73	-0.12	11.87	-0.26	-0.02	0
6.68	-0.14	11.96	-0.45	-0.04	0
6.63	-0.16	12.04	-0.53	-0.06	0
6.57	-0.16	12.11	-0.53	-0.06	0
6.52	-0.17	12.18	-0.51	-0.06	0
6.51	-0.15	12.21	-0.45	-0.05	0
6.55	-0.08	12.20	-0.32	-0.02	0
6.65	0.02	12.15	-0.15	0.00	0
6.81	0.16	12.07	0.06	0.02	0
7.05	0.35	11.96	0.29	0.02	0
7.27	0.51	11.86	0.46	0.02	0
7.48	0.62	11.80	0.53	0.05	0
7.66	0.67	11.77	0.51	0.11	90
7.77	0.64	11.75	0.42	0.14	90
7.78	0.49	11.75	0.27	0.11	90
7.72	0.30	11.74	0.17	0.04	90
7.59	0.07	11.70	0.13	-0.00	90
7.43	-0.15	11.66	0.15	0.04	90
7.32	-0.30	11.62	0.18	0.15	90
7.27	-0.34	11.59	0.21	0.19	90
7.29	-0.28	11.58	0.21	0.14	90
7.37	-0.14	11.56	0.19	0.05	90
7.46	0.02	11.53	0.17	-0.00	90
7.52	0.13	11.48	0.19	-0.01	90
7.54	0.18	11.41	0.24	-0.01	90
7.51	0.14	11.36	0.29	-0.02	90
7.46	0.06	11.36	0.27	-0.01	90
7.40	-0.04	11.41	0.16	0.01	90
7.35	-0.11	11.51	-0.05	0.01	90
7.32	-0.14	11.65	-0.32	-0.02	90
7.33	-0.12	11.75	-0.52	-0.05	90
7.38	-0.05	11.80	-0.59	-0.03	90
7.47	0.04	11.79	-0.50	0.02	90
7.56	0.14	11.73	-0.29	0.06	90
7.62	0.20	11.67	-0.03	0.05	90
7.64	0.20	11.63	0.16	0.01	90
7.61	0.15	11.62	0.23	-0.01	90
7.57	0.07	11.66	0.16	-0.01	90
7.54	-0.01	11.74	-0.01	-0.00	90
