5.23	-0.08	16.39	0.01	0.01	90
5.20	-0.10	16.42	-0.05	0.01	90
5.18	-0.11	16.44	-0.10	0.00	90
5.17	-0.10	16.45	-0.12	-0.00	90
5.16	-0.07	16.47	-0.14	-0.00	90
5.17	-0.04	16.51	-0.15	-0.00	90
5.18	-0.01	16.56	-0.19	-0.00	90
5.19	0.01	16.62	-0.24	0.00	90
5.17	0.00	16.67	-0.29	0.00	90
5.13	-0.02	16.67	-0.26	-0.01	90
5.05	-0.08	16.62	-0.16	-0.01	90
4.94	-0.16	16.53	0.03	0.03	90
4.81	-0.25	16.41	0.28	0.14	90
4.70	-0.32	16.30	0.48	0.25	90
4.62	-0.34	16.24	0.57	0.31	90
4.58	-0.32	16.22	0.54	0.27	90
4.56	-0.26	16.21	0.43	0.18	90
4.56	-0.17	16.20	0.27	0.07	90
4.56	-0.09	16.17	0.18	0.03	90
4.56	-0.04	16.10	0.19	0.01	90
4.58	0.00	16.01	0.27	-0.00	90
4.61	0.04	15.95	0.34	-0.01	90
4.67	0.08	15.93	0.37	-0.02	90
4.75	0.13	15.94	0.30	-0.02	90
4.85	0.19	16.00	0.13	0.01	90
4.92	0.23	16.07	-0.08	0.07	90
4.96	0.23	16.14	-0.25	0.11	90
4.97	0.20	16.20	-0.36	0.11	90
4.96	0.14	16.24	-0.39	0.07	90
4.94	0.06	16.24	-0.32	0.02	90
4.94	0.01	16.21	-0.19	0.00	90
4.95	-0.01	16.17	-0.03	-0.00	90
4.98	0.01	16.10	0.14	-0.00	90
5.03	0.04	16.04	0.27	-0.01	90
5.08	0.09	15.99	0.33	-0.02	90
5.14	0.14	15.96	0.33	-0.03	90
5.23	0.19	15.97	0.27	-0.01	90
5.31	0.22	16.00	0.13	0.02	90
5.40	0.25	16.05	-0.02	0.07	90
5.49	0.27	16.11	-0.16	0.12	90
5.55	0.27	16.18	-0.29	0.15	90
5.55	0.21	16.23	-0.35	0.12	90
5.49	0.12	16.25	-0.34	0.05	90
5.38	-0.02	16.25	-0.27	-0.00	90
5.27	-0.15	16.22	-0.15	-0.00	90
5.23	-0.21	16.18	-0.00	0.05	90
5.28	-0.18	16.13	0.13	0.06	90
5.41	-0.05	16.08	0.23	0.01	90
5.58	0.14	16.03	0.29	-0.02	90
5.71	0.29	16.02	0.28	0.00	90
5.76	0.35	16.02	0.21	0.05	90
5.71	0.29	16.04	0.11	0.05	90
5.61	0.14	16.06	0.03	0.02	90
5.52	-0.04	16.05	-0.02	0.00	90
5.49	-0.15	16.00	0.02	0.03	90
5.52	-0.16	15.92	0.13	0.05	90
5.61	-0.07	15.83	0.28	0.02	90
5.71	0.06	15.78	0.37	-0.02	90
5.78	0.17	15.77	0.36	-0.03	90
5.83	0.23	15.82	0.23	-0.00	90
5.84	0.21	15.94	-0.03	0.05	90
5.81	0.14	16.08	-0.34	0.06	90
5.77	0.05	16.23	-0.61	0.03	90
5.73	-0.03	16.37	-0.79	-0.03	90
5.71	-0.08	16.46	-0.85	-0.06	90
5.72	-0.08	16.46	-0.69	-0.05	90
5.77	-0.03	16.38	-0.40	-0.01	90
5.84	0.05	16.24	-0.01	0.00	90
5.95	0.14	16.03	0.45	-0.04	90
