7
7.89	6.89	10.46	11.52
9.60	8.18	10.48	11.18
8.21	8.18	10.48	9.81
9.24	8.16	9.11	9.81
9.24	9.55	9.45	8.78
10.29	10.58	8.08	9.12
9.93	11.59	8.40	8.09
10.96	12.62	6.57	8.42
11.90	11.94	5.59	7.44
11.90	11.94	5.59	6.14
13.62	12.30	5.25	5.92
12.67	12.64	4.61	5.28
12.35	12.62	4.51	5.27
12.59	12.86	6.12	5.59
12.25	12.86	6.12	6.57
11.32	11.49	6.45	7.22
10.62	11.15	8.08	8.88
10.27	9.79	9.79	9.23
8.90	9.45	9.79	10.84
8.54	9.11	10.46	11.52
7.89	7.20	10.14	11.18
6.91	7.10	10.46	11.52
6.59	6.77	11.15	12.21
6.91	7.10	10.82	11.87
8.21	7.43	10.82	11.87
6.91	7.10	11.16	11.87
7.89	6.88	11.51	11.18
7.56	6.57	10.82	11.87
7.89	8.18	10.48	11.16
8.21	7.20	10.14	11.18
8.21	8.51	10.14	9.81
8.21	9.79	8.76	9.81
9.59	9.45	9.11	9.81
9.24	10.48	9.45	9.12
10.27	10.14	7.10	8.20
11.32	11.15	7.43	8.20
10.98	12.28	6.45	7.22
12.33	12.28	6.57	6.24
12.33	12.28	5.27	5.93
12.69	12.97	4.61	5.27
12.35	13.89	4.49	5.28
12.57	12.86	5.15	6.89
12.25	12.52	6.12	6.89
12.33	11.49	6.77	7.55
11.64	10.80	7.10	7.87
11.64	10.80	8.40	9.12
9.95	9.21	8.76	9.47
8.23	8.76	9.43	10.26
8.90	8.08	10.48	12.90
7.89	7.10	10.48	10.15
7.56	6.77	11.16	12.21
6.91	7.10	10.80	11.87
7.24	6.14	10.82	11.97
6.91	7.10	11.16	11.97
7.89	8.08	11.51	12.21
7.56	7.87	10.82	11.87
6.91	8.18	10.14	11.18
7.24	8.49	9.79	11.18
8.54	8.51	9.79	10.84
9.93	8.51	10.14	9.47
9.59	9.88	8.76	9.81
9.24	9.55	7.75	8.88
10.27	10.48	8.08	7.87
11.30	11.49	7.12	6.91
11.30	11.15	6.12	7.22
12.23	12.18	5.15	7.22
12.23	12.52	6.12	5.92
12.93	12.86	5.49	5.27
13.62	12.52	4.51	5.27
12.57	12.86	5.15	5.93
13.62	12.52	5.16	6.89
12.23	12.52	7.10	7.55
11.66	10.82	7.43	7.87
11.30	10.48	8.76	8.20
9.59	8.76	9.11	9.83
9.24	8.40	9.43	10.60
7.56	7.75	10.46	11.63
7.89	6.77	10.82	11.63
7.56	7.75	11.51	10.94
6.91	7.10	10.80	11.97
7.24	6.12	10.80	11.97
6.91	6.12	11.25	11.97
6.91	5.80	11.61	10.94
7.56	7.75	11.83	11.63
6.91	7.10	10.24	11.28
7.24	7.43	9.90	10.94
8.44	8.76	9.90	10.94
8.44	8.76	9.90	9.57
9.83	8.40	10.24	9.57
9.48	9.79	8.87	8.52
10.53	10.48	7.85	8.78
10.17	10.14	7.22	6.79
11.20	12.52	6.24	6.79
12.57	12.52	6.23	6.79
12.57	12.52	6.23	6.89
12.93	12.86	5.59	5.27
13.60	12.52	4.61	5.28
12.59	14.23	5.27	5.93
13.27	12.18	6.55	7.22
11.90	12.18	6.24	7.87
11.22	11.83	6.55	8.20
10.86	10.14	7.85	8.52
9.16	9.78	9.55	9.91
9.14	9.79	9.90	10.60
8.44	7.75	10.91	10.26
7.46	6.88	10.92	11.63
7.46	7.75	11.59	10.94
6.81	7.20	10.92	11.97
7.13	6.23	10.92	11.87
7.13	6.23	12.62	11.97
6.81	5.92	11.61	10.84
7.46	7.85	10.58	11.52
8.11	7.20	11.61	10.94
8.44	7.43	11.27	12.31
7.56	8.76	9.55	10.60
8.82	8.76	9.55	9.23
9.83	8.76	8.51	9.57
9.84	9.78	8.87	9.57
10.51	10.82	7.85	8.52
10.51	10.48	6.89	7.77
11.54	11.49	7.22	6.89
11.22	12.52	6.24	6.88
12.59	12.88	4.94	5.59
12.91	12.86	5.57	5.16
13.96	12.52	4.61	5.16
13.96	13.89	5.27	5.93
13.26	12.18	5.57	7.22
11.90	12.18	6.23	6.89
10.87	11.49	7.85	8.52
10.51	11.15	8.18	8.52
10.51	9.78	9.55	10.26
8.80	8.08	9.90	10.94
9.83	8.76	9.45	11.63
7.56	6.77	10.91	11.97
7.56	6.45	11.59	12.31
6.91	7.10	11.15	11.97
7.24	6.12	10.92	11.97
7.24	7.43	10.80	11.97
6.91	7.10	11.16	12.31
7.56	6.79	10.48	11.28
8.21	7.12	11.16	10.94
8.56	8.76	9.45	10.60
7.56	7.75	9.55	10.60
8.90	9.11	9.45	10.60
8.90	8.76	9.79	9.23
9.83	9.78	8.52	8.20
9.48	9.79	8.87	8.52
10.51	10.48	6.89	7.44
11.56	11.85	5.90	7.77
12.93	11.49	5.90	6.79
12.93	11.49	5.90	5.49
13.26	11.85	5.59	6.14
12.59	12.52	5.57	5.16
12.59	13.89	5.27	5.81
12.93	13.21	5.59	6.14
11.54	13.55	6.55	6.79
12.23	11.16	8.18	7.55
10.17	10.80	8.51	9.23
9.83	9.45	8.87	9.23
8.44	9.21	10.24	11.18
8.11	8.51	9.90	10.50
8.44	7.85	9.90	10.50
7.13	6.55	11.51	11.18
6.81	7.20	11.16	11.87
7.13	7.53	10.82	11.87
7.13	7.55	10.82	11.87
6.81	7.20	11.16	12.21
6.48	6.88	10.48	11.18
7.13	7.53	9.79	10.84
7.56	7.87	10.80	11.87
9.14	7.85	10.48	10.15
9.14	7.85	10.82	10.15
